症状,草药
"[241, 276, 286, 306, 348, 367]","[208, 434, 441, 442, 490, 508, 666]"
"[367, 372]","[441, 477, 508, 597, 605, 666]"
"[367, 372]","[441, 477, 508, 597, 605, 666]"
[306],"[441, 445, 508, 605, 655]"
"[241, 306, 367]","[441, 442, 508, 655]"
[74],"[34, 441, 444, 446, 477, 490, 508, 546, 633, 655, 659, 666]"
[286],"[441, 496, 508, 524, 633, 655, 659, 666]"
[286],"[441, 507, 508, 605]"
[286],"[441, 507, 508, 605]"
[203],"[442, 450, 495, 508]"
"[211, 306]","[434, 546, 548, 611]"
[306],"[434, 441, 442, 508, 546, 655, 659, 666]"
[306],"[434, 441, 442, 508, 546, 655, 659, 666]"
"[276, 286]","[196, 208, 437, 438, 490, 508, 546, 605, 659, 666, 723, 769]"
"[286, 306]","[434, 441, 478, 490, 508, 655, 666]"
[269],"[131, 208, 439, 485, 508, 605, 659]"
[269],"[131, 208, 439, 485, 508, 605, 659]"
[203],"[434, 436, 438, 441, 442, 478, 485, 490, 495, 508, 522, 659]"
[203],"[434, 436, 438, 441, 442, 478, 485, 490, 495, 508, 522, 659]"
[203],"[442, 495, 508, 546, 659, 666]"
[203],"[495, 508, 633, 666]"
[306],"[442, 492, 495, 508]"
[306],"[442, 492, 495, 508]"
[203],"[442, 485, 495, 508, 605]"
[349],"[276, 341, 439, 441, 508, 546, 659, 666]"
[349],"[276, 341, 439, 441, 508, 546, 659, 666]"
[306],"[36, 196, 239, 425, 430, 437, 508, 575, 666, 677]"
[306],"[441, 442, 490, 508, 546, 604, 605, 611]"
[261],"[266, 436, 483, 490, 507, 508, 659, 723]"
[14],"[434, 444, 507, 625, 659, 723]"
[314],"[50, 233, 498, 588, 589, 626]"
[130],"[70, 84, 490, 504, 546, 659, 777]"
[348],"[441, 517, 588, 589, 705, 775]"
"[328, 383]","[457, 503, 800]"
"[29, 236, 259, 266]","[131, 429, 477, 490, 517, 611, 729]"
[196],"[275, 387, 546, 649, 666]"
[389],"[37, 464, 568, 730]"
[363],"[442, 492, 501, 699, 718, 723]"
[363],"[475, 516, 517, 640, 677]"
"[106, 338, 369]","[46, 415, 429, 475, 568, 654]"
"[274, 348]","[437, 444, 543, 547, 659, 711]"
"[237, 306]","[34, 441, 450, 467, 546, 633, 666]"
[200],"[132, 492, 545, 575, 729]"
[363],"[519, 699]"
"[208, 376]","[211, 255, 323, 423, 546, 666]"
[262],"[125, 359, 467, 758]"
[80],"[211, 423, 544, 604, 611]"
[80],"[211, 423, 544, 604, 611]"
[376],[604]
[367],"[425, 438, 441, 659, 711]"
"[215, 262]","[423, 544, 546, 611]"
[367],"[281, 387, 655]"
[363],"[490, 640, 677]"
[25],"[441, 444, 446, 450, 546, 666]"
[25],"[441, 444, 446, 450, 546, 666]"
[293],"[323, 438, 444, 574, 597, 605, 769]"
[363],"[438, 444, 574, 596, 597, 605, 666, 677, 769]"
[193],"[490, 508, 606, 719, 745, 784]"
[242],"[526, 530, 613, 649, 654]"
[242],"[526, 530, 613, 649, 654]"
"[299, 367]","[230, 276, 286, 773, 777]"
[369],"[37, 415, 557, 784]"
"[306, 363, 369]","[208, 477, 490, 492, 605, 611, 784]"
"[29, 306]","[472, 522, 613, 626, 761]"
[369],"[28, 233, 256, 525, 546, 677]"
[369],"[38, 349, 415, 423, 429, 475, 554, 563, 651]"
"[286, 306]","[203, 415, 475, 478, 562, 651, 654]"
"[193, 367]","[507, 611, 623, 659, 665, 775]"
"[290, 348]","[61, 172, 427, 539, 593, 633, 707]"
"[290, 348]","[61, 172, 427, 539, 593, 633, 707]"
[305],"[430, 571, 574, 729, 742]"
[305],"[430, 571, 574, 729, 742]"
[363],"[430, 467, 575, 659, 677, 769]"
[312],"[255, 423, 544, 546, 563]"
"[211, 303]","[208, 478, 490, 522, 621, 646, 795]"
[306],"[477, 654, 729]"
[79],"[575, 730]"
[79],"[463, 516, 575, 621, 730]"
[338],[655]
[244],"[121, 425, 517, 546, 574, 659]"
[312],"[32, 517, 603, 705, 708, 730]"
[88],"[103, 415, 472, 474, 475, 489]"
[306],"[215, 472, 475, 611]"
"[246, 325]","[464, 475, 522, 523]"
"[246, 325]","[99, 464, 475]"
[348],"[125, 233, 427, 557, 677]"
[314],"[433, 525, 670, 671, 675, 801]"
[126],[604]
"[165, 337]","[468, 654]"
[276],[79]
[283],[467]
[320],"[212, 640, 763, 777]"
[349],"[508, 538]"
[363],"[468, 508]"
[254],"[604, 638, 659]"
[363],"[425, 441, 546, 597, 729]"
[262],"[337, 460, 746]"
[195],"[511, 676]"
"[286, 306, 348]",[468]
"[135, 254, 293, 306, 376]","[468, 604, 605, 611, 654]"
[165],"[422, 468, 604, 605, 654]"
[222],"[158, 785]"
[242],"[99, 589]"
[375],[522]
"[286, 306]","[468, 604]"
"[174, 348]",[597]
[262],"[150, 467, 583, 730]"
[175],"[125, 150, 467, 517, 677]"
[232],"[125, 129, 467, 517, 525]"
[175],"[359, 577]"
[199],"[597, 775]"
[362],"[87, 272, 293, 393, 430, 441, 442, 444, 467, 492, 546, 574, 641, 655, 659, 677, 758, 763]"
[306],"[276, 436, 441, 442, 450, 546, 626, 655, 659, 666]"
[389],"[441, 442, 443, 444, 449, 490, 546, 574, 659, 742]"
[80],"[109, 276, 441, 442, 504, 525, 545, 546, 547, 575, 659]"
[367],"[442, 444, 546, 574, 659]"
[147],"[441, 442, 444, 446, 546, 659, 670, 699]"
[348],"[37, 441, 604]"
"[210, 328]","[560, 571]"
[196],[553]
[389],"[472, 540, 574, 581, 604, 729]"
[389],"[472, 540, 574, 581, 604, 729]"
"[246, 267]","[253, 441, 444, 518, 604, 653, 666, 740, 757, 775, 784]"
[389],"[415, 416, 427, 475, 597, 659, 666, 677, 729, 769, 784]"
[286],"[276, 438, 546, 633, 655, 659, 666]"
[306],"[633, 666]"
[266],"[426, 427, 574, 593, 597, 604, 605, 641, 655, 659, 666, 677, 699, 711, 775]"
[254],"[438, 655, 666]"
[171],"[212, 276, 546, 574, 605, 641, 649, 659, 666, 677]"
[246],"[425, 477, 504, 519, 552, 659, 666, 677]"
"[151, 363]","[511, 659, 666, 670, 676, 677]"
[276],"[514, 666, 677]"
[274],"[641, 666]"
[367],"[212, 441, 444, 504, 546, 597, 659, 666]"
[362],"[430, 554, 574, 666, 777]"
[367],"[121, 444, 504, 574, 659, 666, 699, 700, 729, 742, 758]"
"[193, 306, 353, 367]","[121, 212, 216, 441, 659, 666, 676, 711]"
"[283, 357]","[275, 276, 349, 546, 649, 652, 659, 666]"
[306],"[36, 73, 131, 441, 490, 546, 633, 655, 659, 666]"
"[269, 363]","[208, 423, 490, 604, 605, 655, 666]"
[147],"[272, 425, 427, 446, 593, 659, 777]"
[147],"[272, 425, 427, 446, 593, 659, 777]"
[309],"[146, 475]"
"[193, 308]","[655, 659, 677, 710, 711, 729, 769]"
[367],"[212, 216, 442, 659]"
"[353, 367]","[442, 444, 507, 517, 659, 705]"
[274],"[37, 429, 475, 557, 568, 711]"
[274],"[37, 429, 475, 557, 568, 711]"
[367],"[546, 548, 574, 641, 659, 729, 742]"
"[363, 367]","[349, 404, 472, 475, 563, 568, 654]"
"[363, 367]","[349, 404, 472, 475, 563, 568, 654]"
[329],"[66, 427, 517, 597, 654, 666]"
"[237, 286, 306, 322]","[434, 490, 508]"
[88],"[474, 475, 489, 520, 522, 523, 654, 791, 792]"
"[266, 286, 306]","[346, 587, 711]"
[290],"[155, 547, 557, 703]"
[367],"[286, 456, 501, 597, 799]"
[367],"[666, 676]"
[367],"[286, 463, 611, 659, 752]"
[306],"[34, 36, 296, 394, 434, 438, 441, 475, 477, 478, 483, 490, 508, 633, 655, 659, 666]"
[14],"[208, 492, 745]"
"[306, 322]","[434, 436, 442, 483, 498, 507, 508, 637, 659]"
[261],"[434, 436, 442, 483, 490, 496, 498, 507, 508, 637, 659]"
[302],"[179, 525, 557, 604, 605, 677]"
[254],"[140, 425, 449, 519, 659, 729]"
"[29, 94]","[477, 490, 519, 621, 729]"
[262],"[416, 472, 475, 599, 654, 719]"
[151],"[442, 611, 659, 666]"
"[313, 363]","[94, 434, 435, 548, 729, 755]"
[348],"[429, 604, 605, 659, 682, 699, 711]"
[210],"[209, 253, 256, 266, 422, 485, 546]"
[210],"[209, 253, 256, 266, 422, 485, 546]"
"[222, 266]","[425, 446, 519, 527, 528, 546, 633, 699, 729, 768]"
[244],"[467, 784]"
[244],"[467, 784]"
"[80, 222]","[548, 576, 577, 581, 711, 729, 775]"
[94],[468]
[363],[606]
[299],"[52, 121, 286, 422, 456, 547, 699, 729]"
[153],"[84, 423, 426, 490, 517, 520, 525, 649, 655, 670, 677]"
[389],"[153, 538]"
[363],"[196, 477, 490, 633, 677]"
[306],"[441, 468, 490, 508, 548]"
[330],"[34, 99, 208, 436, 439, 445, 490, 492, 508]"
"[306, 348, 363]","[434, 615]"
[306],"[434, 507, 659]"
[262],"[215, 229]"
[254],"[434, 467]"
[363],"[437, 438, 442, 507, 615, 659]"
[196],[553]
[363],"[239, 436, 442, 490, 507]"
[274],"[490, 496]"
[367],"[442, 478, 490, 492, 508, 621, 659]"
[206],"[544, 545, 546, 655, 659, 699]"
[348],[604]
[299],"[52, 121, 286, 422, 456, 547, 699, 729]"
[306],"[490, 508, 659]"
[314],[208]
[363],"[196, 477, 490, 633, 677]"
[306],"[441, 468, 490, 508, 548]"
[330],"[34, 99, 208, 436, 439, 445, 490, 492, 508]"
"[306, 348, 363]","[434, 615]"
[337],"[436, 439, 468, 475, 478, 483, 490, 508, 588, 589, 604, 611, 677, 792]"
"[165, 363]","[194, 254, 436, 439, 490, 493, 496, 508, 597, 607, 611, 652, 677, 705]"
[299],[516]
[278],"[275, 276, 444, 452, 456, 544, 575, 649, 653, 777]"
"[286, 312]","[46, 427, 517, 587, 605, 659, 708]"
[231],"[468, 705]"
[237],"[96, 472, 522, 613, 626]"
[119],"[56, 621]"
[193],"[423, 546, 611, 621, 628, 645, 655]"
[203],"[48, 230, 519]"
[389],"[468, 613]"
[349],"[425, 428, 441, 546, 574, 640, 655, 659, 666, 677]"
[362],"[37, 393, 429, 444, 546, 574, 659, 666, 677]"
[306],"[158, 478, 483, 490, 501, 524, 723, 785, 786]"
[326],"[393, 481, 520, 603, 611, 623, 661, 694, 732]"
[293],"[129, 423, 442, 467, 494, 546, 622, 638, 655, 769]"
[389],"[239, 438, 441, 449, 517, 633, 655, 666, 677]"
[313],"[428, 441, 444, 446, 504, 517, 699, 799]"
"[306, 349, 367, 369]","[423, 478, 504, 546, 651, 659]"
[80],"[134, 341, 545, 547, 548, 549, 574, 659, 742]"
[367],"[109, 293, 425, 427, 444, 547, 548, 574, 640, 655, 659, 701, 710, 758]"
[362],"[37, 393, 429, 444, 546, 574, 659, 666, 677]"
"[126, 160, 212, 313]","[239, 427, 429, 437, 441, 442, 444, 504, 517, 546, 633, 707]"
[138],"[426, 427, 428, 441, 604, 633, 659, 677, 769]"
"[165, 210, 231, 294, 299, 306, 367, 389]","[477, 659, 729, 745]"
"[185, 363]","[70, 84, 250, 604, 605]"
"[160, 290, 313, 348]","[239, 441, 444, 445, 490, 504, 507]"
[274],"[73, 272, 323, 444, 517, 520, 547, 641, 677, 758]"
"[80, 222]","[548, 576, 577, 581, 711, 729, 775]"
[346],"[427, 444, 568, 659, 700, 710]"
[237],"[96, 472, 522, 613, 626, 761]"
[237],"[96, 472, 522, 613, 626, 761]"
[367],"[37, 546, 597, 655, 705, 732, 748]"
[367],"[281, 387, 457, 537, 544, 546, 575, 688, 692, 716, 761, 777, 800]"
"[241, 286, 306, 383]","[50, 281, 434, 437, 438, 441, 445, 472, 475, 478, 490, 492, 504, 546, 598, 654, 659, 775]"
[39],"[467, 641, 677, 710, 711, 729, 742]"
"[18, 230]","[233, 423, 525, 546, 575, 666, 677, 688, 692]"
"[18, 230]","[233, 423, 525, 546, 575, 666, 677, 688, 692]"
[389],"[415, 472, 475, 651]"
[389],"[472, 649, 651, 654]"
"[86, 367]","[425, 467, 552, 574, 659, 699, 777]"
"[86, 367]","[425, 467, 552, 574, 659, 699, 777]"
[367],"[212, 456, 574, 633, 659, 711]"
[367],"[212, 456, 574, 633, 659, 711]"
[262],"[441, 460, 501, 520, 588, 589, 597, 601, 659, 705, 732, 785]"
"[217, 259, 348]","[37, 147, 441, 463, 475, 548, 557, 568]"
"[217, 259, 348]","[37, 147, 441, 463, 475, 548, 557, 568]"
[138],"[475, 589, 677, 710]"
[236],"[37, 46, 441, 475, 517, 557, 588, 589, 597, 604, 654, 705]"
[236],"[427, 429, 446, 597, 659, 666, 705]"
[138],"[395, 426, 427, 429, 456, 517, 574, 589, 593, 605, 649, 659, 666, 677, 711, 769, 775]"
"[10, 138, 285]","[211, 275, 427, 429, 472, 518, 574, 597, 604, 605, 654, 655, 659, 705, 711, 729, 769, 775]"
"[217, 236]","[427, 429, 434, 446, 659, 666, 705]"
[80],"[341, 430, 545, 546, 547, 548, 549, 659, 758]"
[80],"[109, 546, 547, 548, 549, 641, 659, 729]"
[363],"[109, 341, 544, 547, 548, 549, 659]"
[308],"[264, 659, 775]"
[286],"[99, 490, 529, 626, 718, 723, 784]"
[286],"[99, 490, 529, 626, 718, 723, 784]"
[353],"[253, 422, 433, 475, 525, 557, 604, 677]"
[377],"[466, 467, 522, 538]"
[326],"[479, 548, 633, 659, 700, 783]"
"[349, 389]","[472, 478, 490, 503, 522, 523, 654]"
"[276, 306]","[276, 441, 446, 546, 777]"
[165],"[125, 359, 442, 517, 546, 547, 677, 729]"
[369],"[37, 133, 427, 441, 557]"
[367],"[286, 463, 659, 752]"
[156],"[434, 442, 546, 557, 655, 659, 666]"
[357],"[429, 436, 507, 655, 705, 709]"
[367],"[212, 441, 546, 597, 605, 640, 659, 666, 682, 699]"
[389],"[6, 415, 478, 562, 563, 571, 573, 651]"
[135],"[349, 415, 474, 475, 563, 642, 651, 654]"
[253],"[415, 427, 474, 475, 557, 563, 568, 571, 573, 651, 654, 700, 761]"
[211],"[474, 475, 523, 597, 641, 651, 654, 677]"
[175],"[415, 474, 475, 522, 573, 651]"
[319],"[160, 494, 637, 730]"
[175],"[415, 474, 572, 573, 651]"
[303],"[522, 523, 573, 644, 652, 732]"
[88],"[229, 475, 522, 523, 538, 563, 564, 573, 644, 652, 671]"
"[241, 306, 322]","[147, 538, 652, 775]"
[303],"[37, 66, 415, 423, 429, 449, 472, 475, 554, 557, 563, 568, 573, 649, 651, 659]"
[363],"[490, 504, 641, 677, 729]"
"[212, 274, 367]","[444, 605, 655, 659, 666, 705, 711]"
[367],"[121, 216, 286, 444, 445, 645, 666, 676]"
[367],"[150, 275, 444, 546, 666]"
[367],"[121, 149, 212, 216, 442, 444, 659, 711]"
[79],"[223, 415, 474, 538, 573]"
[344],"[196, 203, 511, 652, 653, 677]"
"[211, 274, 306]","[46, 415, 472, 557, 643, 654, 659]"
[231],"[438, 546, 625, 655, 659, 666]"
[208],"[198, 255, 498, 546, 655, 659, 666]"
[329],"[66, 272, 427, 517, 597, 654, 659, 666]"
[363],"[546, 604, 605, 621, 655, 659, 666]"
"[147, 286, 306]","[84, 425, 507, 517, 546, 640, 655, 659, 666, 677]"
"[290, 348]","[428, 430, 442, 517, 641, 659, 705, 711]"
[81],"[99, 179, 200, 427, 522, 566, 588]"
"[274, 348]","[655, 659, 677, 710, 711, 729, 742, 769]"
"[286, 306]","[36, 508, 606, 633, 638, 659]"
"[86, 348]","[427, 437, 574, 611, 659, 666, 710, 711]"
"[274, 286, 367, 376]","[434, 438, 441, 442, 546, 633, 655, 659, 666]"
[367],"[679, 717, 800]"
[299],"[260, 679, 800]"
[138],"[37, 46, 441, 490, 517, 557, 563, 589, 604, 655]"
[165],"[437, 441, 546, 655, 666, 677]"
"[299, 367]","[474, 475]"
[377],"[229, 415, 461, 467, 474, 475, 572, 774]"
[377],"[148, 415, 475, 651, 761]"
[28],"[148, 467, 474, 475, 572, 573, 651, 654, 761]"
[286],"[323, 472, 564, 604, 757, 784]"
[175],"[415, 474, 572, 573, 651]"
[138],"[425, 426, 427, 546, 597, 604, 605, 655, 659, 666, 677, 699, 711, 775]"
"[10, 14, 138]","[426, 574, 605, 659, 666, 677, 699, 775]"
[79],"[223, 415, 474, 538, 573]"
[274],"[147, 203, 652, 659, 729, 775]"
[138],"[212, 423, 544, 546, 604, 611, 666, 688]"
[367],"[286, 456, 605, 633, 659, 699]"
"[211, 274, 306]","[46, 415, 472, 557, 643, 654, 659]"
"[94, 363]",[729]
"[246, 367]","[121, 212, 226, 441, 456, 659, 699]"
[305],"[114, 395, 519, 520, 568, 701, 758]"
"[219, 222, 269, 306]","[436, 546, 638, 655, 659, 666]"
[306],"[239, 546, 548, 605, 637, 638, 655, 666]"
[367],"[269, 496, 508, 520, 659, 665, 762, 775]"
[363],"[546, 604, 605, 621, 655, 659, 666]"
[195],[511]
"[165, 349, 367]","[422, 507, 517, 655, 659, 677]"
"[95, 135, 253]","[139, 472]"
"[246, 363]","[101, 255, 436, 445, 478, 490, 517, 525, 546, 574, 640, 651, 655, 659, 666, 677]"
"[325, 328]","[201, 215, 415, 475, 568, 572, 573, 651, 659, 700, 710, 729, 730, 761]"
[299],"[414, 450, 574, 640, 645, 659, 691, 736, 737, 742, 755]"
"[299, 367]","[94, 290, 414, 442, 505, 512, 547, 574, 645, 659, 691, 755]"
[377],"[148, 466, 522, 523, 538, 654, 792]"
[377],"[148, 415, 475, 489, 572, 573, 654]"
"[241, 261, 295, 306]","[439, 494, 503, 507, 546, 605, 638, 677]"
[389],"[518, 577, 581, 653, 666, 695, 729, 763]"
"[266, 274, 367]","[276, 430, 456, 659, 666]"
"[241, 286, 295, 306]","[160, 477, 490, 581, 583, 729]"
"[200, 206, 278, 299]","[474, 475, 520, 572, 676]"
[80],"[109, 490, 547, 548, 549, 659, 729, 742]"
[383],"[208, 269, 349, 478, 496, 520, 646]"
"[286, 306]","[84, 436, 490, 508, 548, 605, 606, 659, 709, 775, 791]"
[138],"[212, 423, 544, 546, 604, 611, 666, 688]"
[215],[716]
[262],"[429, 475]"
[274],[472]
[251],"[426, 654]"
"[299, 367]",[537]
[343],"[256, 276, 544, 575, 577, 597, 604, 605, 653, 666]"
[363],"[441, 605, 666]"
"[257, 293]","[276, 544, 546, 605, 657, 659, 666]"
[222],"[140, 438, 449, 477, 546, 655, 666, 729]"
[196],"[203, 276, 642, 649, 666]"
[348],"[276, 467, 574, 659, 666, 775]"
[359],"[48, 438, 441, 446, 477, 490, 504, 546, 633, 655, 666, 729]"
[306],"[477, 546, 605, 659, 666]"
[195],[511]
[54],"[449, 467, 659, 666, 781]"
[156],"[477, 490, 504, 546, 552, 633, 655, 666, 677, 723, 729]"
[283],"[63, 276, 293, 430, 447, 547, 571, 659, 666]"
"[210, 367]","[272, 276, 516, 659, 666, 677]"
"[286, 367]","[276, 446, 490, 504, 655, 659, 666]"
[202],"[198, 441, 508, 546, 666]"
[378],"[430, 519, 530, 552, 626, 639, 642, 659, 666, 699]"
[306],"[604, 605, 655, 659, 666]"
[130],"[211, 218, 256, 422, 666, 670]"
[266],"[52, 438, 441, 477, 633, 666]"
"[306, 348]","[441, 446, 469, 666]"
[367],"[490, 666]"
[276],"[212, 286, 419, 440, 441, 452, 456, 645, 666, 729, 777, 799]"
[367],"[444, 626, 659, 666, 699, 711]"
[135],"[276, 597, 604, 605, 649, 659, 666]"
"[312, 367]","[203, 230, 253, 276, 422, 518, 553, 642, 649, 666, 675, 684]"
[217],"[427, 547, 597, 666, 695, 703]"
[202],"[85, 99, 239, 442, 517, 519, 526, 546, 641, 666, 677]"
[165],"[517, 518, 546, 640, 649, 655, 676, 677]"
[165],"[101, 239, 255, 517, 546, 640, 655, 666, 677]"
[363],"[472, 654, 729, 757, 784]"
"[286, 367]","[441, 655, 666]"
[367],"[212, 444, 611, 626, 659, 666, 676, 699]"
"[299, 367]","[633, 657, 659, 666]"
[363],"[449, 546, 574, 659, 666, 711]"
"[274, 348, 376]","[212, 425, 427, 441, 546, 604, 633, 659, 666]"
[299],"[444, 450, 659, 666, 677, 769]"
[274],"[425, 429, 437, 444, 456, 485, 546, 593, 655, 659, 666, 769]"
[286],"[207, 427, 441, 633, 653, 666]"
"[208, 308]","[276, 425, 444, 450, 546, 649, 652, 659, 666]"
[202],"[239, 666]"
"[236, 293, 342]","[276, 427, 546, 649, 655, 666, 769]"
[359],"[48, 438, 441, 446, 477, 490, 504, 546, 633, 655, 666, 729]"
"[283, 357]","[275, 276, 349, 546, 649, 652, 659, 666]"
[246],"[36, 212, 544, 546, 655, 666, 691]"
[306],"[276, 340, 441, 450, 546, 633, 659, 666]"
"[276, 367]","[456, 666, 676, 799]"
[14],"[212, 276, 546, 574, 605, 649, 659, 666, 677, 769]"
[193],"[73, 301, 438, 477, 546, 633, 666, 799]"
[363],"[604, 605, 659, 666, 677, 729]"
[306],"[604, 605, 655, 659, 666]"
[246],"[48, 212, 226, 544, 546, 571, 666, 799]"
[202],"[36, 441, 446, 604, 605, 633, 655, 659, 666]"
[367],"[425, 456, 546, 666, 699]"
[241],"[193, 441, 477, 490, 496, 659, 666]"
[306],"[438, 546, 633, 666]"
[314],"[184, 323, 426, 427, 547, 655, 666, 670, 677, 763, 769]"
[266],"[276, 425, 547, 642, 645, 666]"
"[80, 274]","[425, 430, 554, 659, 666, 729, 742, 769]"
[274],"[276, 416, 554, 642, 666, 699]"
"[338, 389]","[430, 546, 547, 554, 571, 574, 642, 666]"
"[274, 348]","[655, 659, 666, 711]"
[222],"[425, 444, 554, 574, 641, 666, 677, 729, 781]"
[363],"[444, 511, 626, 666, 677]"
"[274, 348, 376]","[212, 425, 427, 441, 546, 604, 633, 659, 666]"
"[299, 306, 308]","[431, 666]"
[367],"[442, 498, 504, 666]"
[377],"[292, 467, 575, 640, 659, 666, 777]"
[367],"[212, 441, 504, 546, 597, 659, 666, 699]"
"[276, 367]","[456, 666, 676, 799]"
"[254, 339]","[180, 211, 427, 444, 518, 525, 546, 597, 633, 655, 657, 666, 677, 711]"
[348],"[425, 438, 441, 574, 633, 655, 659, 666]"
"[314, 341, 352]","[208, 422]"
"[314, 341, 352]","[437, 525, 575]"
[341],"[254, 467, 538]"
[262],"[359, 366, 372]"
[123],"[475, 784, 787]"
"[305, 307]","[544, 545, 546]"
[299],"[467, 548, 571, 574, 730]"
[367],[626]
[175],"[103, 162, 359, 555, 564, 568, 641, 659, 677, 729, 758]"
[346],"[393, 763]"
[367],"[255, 286, 752]"
[94],"[427, 504]"
[367],"[605, 699, 711]"
"[217, 348, 367]","[659, 699, 711]"
[367],"[659, 711, 775]"
[305],"[444, 699, 710, 711]"
"[193, 207, 333]","[29, 423, 436, 490, 517, 532, 544, 546, 604, 611, 640, 655, 670, 674, 677, 731]"
[304],"[27, 211, 253, 254, 256, 262, 323, 422, 525, 544, 546, 604, 649, 666, 670, 675, 691]"
[293],"[209, 230, 529, 655, 659]"
"[165, 367]","[196, 210, 478, 566, 589, 605, 655]"
[71],"[104, 516, 519, 755]"
[299],[736]
[382],"[272, 574, 676]"
[283],"[626, 659, 699]"
[217],[699]
[367],"[266, 404, 761]"
[348],"[212, 440, 452, 456, 574, 659]"
"[211, 274]","[659, 711, 729]"
[79],[467]
[305],"[381, 430, 444, 547, 742, 775, 777]"
"[308, 328]","[387, 547, 659, 710, 775, 777]"
"[62, 308]","[639, 641, 649, 659, 729, 730, 781]"
"[86, 222]","[425, 430, 659, 742, 775, 777]"
[274],"[425, 430, 571, 574, 649, 659, 666, 717]"
"[274, 348]","[430, 571, 659, 729, 742]"
[274],"[655, 659, 676]"
"[274, 348]","[430, 543, 593, 659, 742]"
[348],"[438, 546, 605, 633, 655, 659, 666, 699, 711]"
[349],"[276, 441, 449, 546, 655, 659, 666, 717]"
[170],"[546, 604, 641, 655, 659, 666]"
[367],"[446, 456, 546, 655, 659, 666]"
"[274, 348]","[48, 441, 446, 546, 597, 666, 705]"
"[266, 363]","[203, 441, 449, 467, 546, 604, 605, 659, 666, 677]"
[308],"[276, 425, 546, 649, 652, 659, 666]"
[293],"[212, 253, 425, 441, 546, 604, 666]"
[290],"[449, 477, 659, 666, 742, 777]"
[245],"[387, 571, 574, 593, 649, 659, 666, 695]"
[308],"[395, 659, 666, 742]"
[293],"[441, 490, 655, 659, 666]"
"[208, 283, 357]","[276, 425, 546, 552, 641, 653, 659, 666]"
[293],"[66, 212, 597, 604, 659, 666, 699]"
"[86, 293]","[209, 276, 640, 655, 659, 666, 677]"
[293],"[212, 276, 446, 504, 546, 640, 659, 666, 677]"
[359],"[52, 438, 444, 490, 546, 633, 655, 666]"
"[306, 367]","[441, 446, 504, 546, 659, 666, 699]"
[254],"[433, 605, 655, 666]"
[306],"[438, 441, 633, 655, 659, 666]"
[363],"[208, 546, 605, 641, 655, 659, 666, 677]"
[367],"[121, 212, 276, 442, 456, 659, 666, 676, 699, 711]"
[266],"[276, 659, 666]"
[266],"[276, 605, 655, 659, 666]"
[306],"[276, 546, 574, 666, 717, 742, 775, 777]"
[306],"[197, 477, 603, 655, 666]"
[156],"[225, 659]"
[283],"[276, 387, 428, 430, 546, 574, 659, 666, 717]"
[283],"[52, 276, 428, 546, 659, 666]"
[14],"[276, 467, 545, 547, 666]"
"[86, 266]","[427, 597, 604, 605, 642, 649, 655, 659, 666, 677]"
"[274, 367]","[138, 387, 425, 504, 525, 546, 552, 641, 666, 729, 768, 777]"
[367],"[212, 438, 444, 456, 546, 597, 605, 611, 633, 655, 666]"
[274],"[276, 428, 446, 666, 775]"
"[274, 348]","[184, 276, 425, 438, 546, 633, 659, 666, 777]"
"[266, 363]","[438, 605, 633, 659, 666, 677]"
"[283, 308]","[276, 387, 428, 546, 571, 574, 659, 666]"
[348],"[438, 441, 446, 546, 597, 633, 659, 666]"
"[231, 363]","[511, 666, 676, 677]"
[154],"[138, 276, 395, 574, 642, 659, 666]"
"[276, 367]","[212, 276, 546, 655, 659, 666, 675, 677, 740]"
