herb1,herb2,causal_effect
786,257,0.021220507
786,373,-0.021656616
786,384,-0.023800818
786,465,0.02086031
786,497,0.02296681
786,591,0.021518793
786,632,0.025408251
786,726,0.023007551
786,740,0.022375174
786,755,0.024107525
787,157,-0.020608578
787,243,0.02046108
787,758,0.021103952
787,795,-0.022464313
788,195,0.023853203
788,306,0.02282529
788,471,-0.022815635
788,482,-0.022115715
788,490,-0.021612177
788,650,0.02717237
788,754,-0.021085551
789,19,-0.022901516
789,46,-0.021602463
789,83,0.023325307
789,118,-0.023649206
789,210,0.026644824
789,368,0.027433595
789,386,-0.022074444
789,571,0.020068461
789,791,-0.021252187
790,174,-0.030755505
790,288,0.020195648
790,374,-0.020726226
790,502,-0.030320447
790,531,-0.025442133
790,584,0.022502827
790,715,0.028685728
790,771,0.02458374
791,134,0.020278761
791,444,0.02128044
792,183,-0.021747282
792,287,0.02484767
792,396,0.026531843
792,459,0.020240774
792,682,0.02180724
793,373,0.02330451
793,517,-0.021082671
794,4,0.02055903
794,80,-0.021262335
794,83,-0.021989917
794,188,-0.024068723
794,204,-0.02474788
794,240,-0.023789357
794,458,-0.020244906
794,558,0.021565428
794,644,-0.022832643
796,89,0.022010688
797,262,-0.020422077
797,349,0.022502786
797,413,0.025147391
797,471,-0.023649992
797,670,0.026363457
797,697,0.022731738
797,705,0.03096114
797,734,0.030288165
798,3,0.020609591
798,76,-0.020724962
798,122,0.025799664
798,337,0.020544725
798,379,0.024765002
798,495,0.024268024
798,623,0.028585482
798,636,-0.020278024
798,669,-0.027777083
798,753,-0.023176292
800,91,0.027111327
800,138,-0.022592178
800,202,0.022183584
800,262,0.028748993
800,292,-0.023501286
800,356,0.021601025
800,379,-0.0201929
800,492,-0.02049112
800,618,0.023633903
800,640,-0.022289598
800,692,0.028670829
800,717,-0.024271974
800,789,0.02109991
801,88,-0.021508109
801,351,-0.020454079
801,419,-0.020731725
801,542,-0.021206988
801,685,-0.026819399
802,28,-0.02210588
802,278,0.02425607
802,387,-0.025961045
802,392,-0.02198846
802,475,-0.02519481
803,229,0.025759785
804,138,-0.02215688
804,292,-0.021831537
804,501,0.020004215
804,502,0.022536855
804,517,0.021907434
804,545,-0.023584278
804,554,-0.043172155
804,667,-0.02099005
804,773,-0.023546739
